PercentageOfFileAPICalls,PercentageOfUniqueFiles,PercentageOfUniqueFileLocations,PercentageOfUniqueFileExtensions,PercentageOfPotentialCustomExtensions,PercentageOfRansomwareExtensions,PercentageOfFileExtensionsDocuments,PercentageOfFileExtensionsImages,PercentageOfFileExtensionsVideos,PercentageOfFileExtensionsAudio,PercentageOfFileExtensionsDatabase,PercentageOfFileExtensionsArchives,PercentageOfFileExtensionsExecutables,PercentageOfFileExtensionsSystem,PercentageOfFileExtensionsBackup,PercentageOfFileExtensionsEmail,PercentageOfFileExtensionsVMImages,PercentageOfFileExtensionsGames,PercentageOfFileExtensionsDevelopment,APICallsPerSecond,label
35,4,4,1,13,6,4,5,0,0,0,0,35,14,26,0,0,0,0,688,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,4,4,1,5,8,2,14,0,0,0,0,46,6,23,0,0,0,0,953,0
49,2,2,0,3,8,1,4,0,0,0,0,56,1,33,0,0,0,0,1126,0
37,3,3,1,10,7,1,6,0,0,0,0,51,2,28,0,0,0,0,1024,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,4,1,1,7,1,7,0,0,0,0,47,15,27,0,0,0,0,1208,0
47,7,7,0,1,3,11,41,0,10,0,0,12,2,20,0,0,0,0,789,0
47,2,2,1,0,8,1,4,0,0,0,0,57,1,34,0,0,0,0,1254,0
48,3,3,0,15,7,0,4,0,0,0,0,45,1,33,0,0,0,0,1127,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,3,3,0,8,7,1,0,0,0,0,1,56,2,27,0,0,0,0,304,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,4,4,0,7,7,1,9,0,0,0,0,48,3,29,0,0,0,0,381,0
11,27,27,18,4,4,0,0,0,0,8,0,33,29,24,0,0,0,0,2175,0
37,2,2,1,8,7,1,7,0,0,0,0,48,2,30,0,0,0,0,1164,0
25,7,7,1,11,7,8,14,0,0,0,0,40,5,19,0,0,0,0,555,0
26,6,6,2,7,6,3,15,0,0,0,0,39,11,23,0,0,0,0,896,0
35,3,3,1,1,8,1,9,0,0,0,0,56,1,30,0,0,0,0,1308,0
29,5,5,1,10,7,1,11,0,0,0,0,47,4,25,0,0,0,0,987,0
51,3,3,0,15,6,1,4,0,0,0,0,41,7,30,0,0,0,0,780,0
53,3,3,1,8,7,4,8,0,0,0,0,46,1,30,0,0,0,0,680,0
24,10,10,2,2,8,5,22,0,2,0,0,44,7,13,0,0,0,0,423,0
62,2,2,0,7,7,0,3,0,0,0,0,52,0,35,0,0,0,0,1370,0
55,1,1,0,1,1,0,1,0,0,0,38,11,0,46,0,0,0,0,503,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,4,4,1,2,6,3,8,0,0,0,0,39,17,29,0,0,0,0,968,0
68,2,2,0,29,4,0,4,0,8,0,0,26,0,28,0,0,0,0,1511,0
21,8,8,2,10,7,6,17,0,0,0,0,40,6,16,0,0,0,0,414,0
57,1,1,0,2,8,0,0,0,0,0,0,57,2,36,0,0,0,0,1069,0
44,6,6,1,16,5,1,15,0,0,0,7,20,5,24,0,0,0,9,1423,0
35,3,3,1,0,3,1,5,0,0,0,0,16,17,30,0,0,27,0,1407,0
45,1,1,0,0,8,4,3,0,0,0,0,52,2,36,0,0,0,0,415,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,1,1,0,3,7,1,3,0,0,0,0,54,1,36,0,0,0,0,1550,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,5,5,1,1,8,1,13,0,0,0,0,54,2,27,0,0,0,0,1310,0
71,4,4,0,6,8,0,27,0,0,0,0,38,0,26,0,0,0,0,1618,0
43,6,6,1,11,4,1,10,0,6,0,9,14,11,22,0,0,0,10,1414,0
29,5,5,1,8,7,3,13,0,0,0,0,47,3,23,0,0,0,0,1002,0
11,21,21,14,3,4,0,0,0,0,6,0,26,23,40,0,0,0,0,2145,0
40,2,2,1,3,5,1,36,0,0,0,0,36,3,19,0,0,0,0,1294,0
55,2,2,0,13,6,1,3,0,0,0,0,45,3,32,0,0,0,0,770,0
20,12,12,2,1,7,5,27,0,0,0,0,42,10,11,0,0,0,0,415,0
29,3,3,1,0,8,2,12,0,0,0,0,54,4,26,0,0,0,0,1089,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,2,2,0,0,7,0,6,0,0,0,0,54,5,32,0,0,0,0,1118,0
7,13,13,4,5,5,0,24,0,0,0,0,19,45,3,0,0,0,0,40,0
53,2,2,0,0,8,2,4,0,0,0,0,56,1,34,0,0,0,0,1228,0
44,14,14,1,6,8,1,53,0,0,0,0,20,3,14,0,0,0,0,211,0
18,6,6,2,2,8,2,25,0,0,0,0,50,5,11,0,0,0,0,979,0
50,15,15,5,10,7,0,5,0,0,2,0,19,9,27,0,1,0,21,1988,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,2,2,0,12,7,0,4,0,0,0,0,45,1,35,0,0,0,0,1124,0
12,20,20,14,3,4,0,0,0,0,6,0,25,22,42,0,0,0,0,1790,0
12,21,21,14,3,3,0,0,0,0,6,0,26,22,41,0,0,0,0,1777,0
52,5,5,1,27,6,4,16,0,0,0,0,32,1,17,0,0,0,0,668,0
31,5,5,1,6,4,1,9,0,0,0,12,23,18,25,0,0,0,0,1223,0
22,6,6,2,2,5,2,10,0,0,1,0,33,31,19,0,0,0,0,1098,0
28,4,4,1,7,8,1,10,0,0,0,0,50,3,26,0,0,0,0,1023,0
53,1,1,0,3,8,0,4,0,0,0,0,55,0,35,0,0,0,0,846,0
32,5,5,1,5,8,2,31,0,0,0,0,38,3,18,0,0,0,0,1215,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,8,8,2,15,6,2,13,0,0,0,2,38,4,22,0,0,0,0,1092,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,2,2,0,5,8,0,2,0,0,0,0,54,1,33,0,0,0,2,1066,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,1,1,0,9,7,0,2,0,0,0,2,49,0,35,0,0,0,0,314,0
27,4,4,1,1,6,2,7,0,0,0,0,36,22,29,0,0,0,0,975,0
49,7,7,0,34,4,1,15,0,0,0,0,28,1,17,0,0,0,1,1498,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,4,4,1,14,7,2,11,0,0,0,0,42,1,26,0,0,0,0,670,0
21,6,6,2,1,8,2,21,0,0,1,0,48,5,19,0,0,0,0,1059,0
47,6,6,0,10,4,0,21,0,1,4,1,28,2,27,0,0,0,0,1079,0
12,20,20,14,3,4,0,0,0,0,6,0,25,22,44,0,0,0,0,1826,0
23,6,6,2,1,8,7,12,0,0,1,0,48,4,25,0,0,0,0,502,0
54,2,2,0,1,8,7,2,0,0,0,0,52,1,34,0,0,0,0,1179,0
26,7,7,3,10,4,2,9,0,0,0,0,29,29,17,0,0,0,0,1027,0
72,3,3,0,8,5,1,14,1,0,0,3,28,0,32,0,0,0,10,865,0
30,4,4,1,3,8,3,8,0,0,0,0,51,3,28,0,0,0,0,496,0
49,1,1,0,0,8,1,2,0,0,0,0,57,1,36,0,0,0,0,1256,0
10,64,64,48,15,1,0,0,0,0,45,0,6,20,11,0,0,0,0,3667,0
71,7,7,0,5,5,1,31,0,0,0,0,31,0,27,0,0,0,2,1442,0
64,3,3,0,3,5,0,1,0,0,0,6,49,0,37,0,0,0,0,1566,0
15,9,9,5,1,4,0,10,0,0,2,0,26,47,13,0,0,0,0,69,0
34,7,7,2,12,5,2,29,0,0,0,0,23,12,18,0,0,0,0,824,0
30,5,5,0,9,7,0,10,0,0,0,0,47,4,26,0,0,0,0,396,0
29,10,10,2,10,4,9,19,0,0,0,0,24,16,18,0,0,0,0,52,0
11,30,30,20,5,5,0,0,0,0,9,0,36,32,18,0,0,0,0,1707,0
37,5,5,1,1,7,2,22,0,0,0,0,31,3,31,0,0,0,8,1057,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,6,6,0,17,5,0,32,0,13,0,0,7,0,28,0,0,0,0,1409,0
69,2,2,0,15,6,0,3,0,0,0,4,36,3,32,0,0,3,0,1769,0
29,4,4,1,3,7,2,16,0,0,0,2,45,7,21,0,0,0,0,1074,0
65,1,1,0,6,5,0,2,0,0,0,2,41,1,36,0,0,10,0,1303,0
23,6,6,2,1,7,2,16,0,0,1,1,45,14,17,0,0,0,0,1172,0
62,2,2,0,3,6,6,13,1,0,0,0,40,1,33,0,0,0,0,862,0
41,4,4,1,2,8,1,9,0,0,0,1,55,3,27,0,0,0,0,938,0
51,2,2,0,3,6,2,4,0,0,0,8,44,0,34,0,0,0,0,522,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,30,30,20,5,5,0,0,0,0,9,0,36,32,18,0,0,0,0,1683,0
35,5,5,1,15,6,1,19,0,0,0,0,32,7,21,0,0,0,1,1434,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,10,10,2,1,7,5,25,0,0,0,0,43,6,17,0,0,0,0,1016,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,4,4,0,1,5,6,19,0,3,0,0,35,1,31,0,0,0,0,671,0
43,3,3,1,8,8,1,4,0,0,0,0,51,1,30,0,0,0,3,1064,0
55,11,11,1,40,4,8,13,0,0,0,1,18,3,9,0,0,0,3,1640,0
46,1,1,0,3,4,2,2,0,0,0,0,27,0,63,0,0,0,0,438,0
20,7,7,2,1,4,4,13,0,0,1,0,25,41,13,0,0,0,0,1094,0
33,2,2,1,0,8,4,10,0,0,0,0,53,2,27,0,0,0,0,1149,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,1,1,0,0,9,1,4,0,0,0,0,58,1,34,0,0,0,0,1271,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,7,7,3,2,4,1,14,0,0,1,0,22,49,9,0,0,0,0,1215,0
57,11,11,1,43,3,13,11,0,0,0,0,14,2,9,0,0,0,2,1655,0
72,2,2,0,1,8,0,1,0,0,0,0,60,0,34,0,0,0,0,1187,0
11,30,30,20,5,5,0,0,0,0,9,0,36,32,18,0,0,0,0,1725,0
37,11,11,6,4,7,0,28,0,7,2,0,23,9,23,0,0,0,0,1957,0
27,12,12,8,1,5,0,2,0,0,3,0,34,13,44,0,0,0,0,1538,0
29,5,5,1,8,7,3,13,0,0,0,0,47,3,23,0,0,0,0,1002,0
29,6,6,1,11,7,1,11,0,0,0,0,47,4,24,0,0,0,0,996,0
27,8,8,2,5,7,4,16,0,3,0,0,46,4,18,0,0,0,0,426,0
25,5,5,1,4,8,2,17,0,0,0,0,50,4,20,0,0,0,0,1177,0
22,7,7,2,8,6,2,11,0,0,1,1,35,17,21,0,0,0,0,1095,0
55,3,3,1,2,2,1,12,0,28,0,0,14,1,36,0,0,0,1,1066,0
12,19,19,13,3,3,0,0,0,0,6,0,24,21,44,0,0,0,0,1842,0
21,11,11,3,1,7,3,25,0,0,2,0,43,8,15,0,0,0,0,869,0
59,1,1,0,0,6,1,1,0,0,0,10,43,0,38,0,0,4,0,1242,0
11,30,30,20,5,5,0,0,0,0,9,0,36,32,18,0,0,0,0,1730,0
29,5,5,1,2,7,4,11,0,0,0,0,45,12,22,0,0,0,0,1008,0
26,4,4,1,3,6,2,12,0,0,0,0,40,15,25,0,0,0,0,254,0
12,19,19,13,2,4,0,0,0,0,5,0,25,21,43,0,0,0,0,1532,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,31,31,22,6,3,0,0,0,0,16,0,20,21,35,0,0,0,0,2621,0
42,4,4,1,1,6,1,21,0,6,0,0,24,2,32,0,0,0,8,1060,0
18,15,15,9,2,4,3,10,0,0,3,0,26,44,7,0,0,0,0,1245,0
61,0,0,0,0,8,0,1,0,0,0,0,59,0,38,0,0,0,0,1578,0
45,4,4,0,12,7,2,9,0,0,0,0,45,3,26,0,0,0,0,537,0
73,2,2,0,35,4,3,12,0,0,0,1,18,1,26,0,0,0,0,1767,0
14,9,9,5,1,4,0,11,0,0,2,0,26,50,11,0,0,0,0,52,0
56,5,5,0,15,6,0,17,0,0,0,0,34,1,30,0,0,0,0,1137,0
10,22,22,1,19,9,2,2,0,0,1,0,67,1,3,0,0,0,0,503,0
37,3,3,0,0,7,1,6,0,0,0,0,46,16,29,0,0,0,0,1204,0
11,30,30,20,5,5,0,0,0,0,9,0,36,32,18,0,0,0,0,1760,0
60,0,0,0,0,8,0,1,0,0,0,0,59,0,37,0,0,0,0,1579,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,6,6,1,10,7,1,11,0,0,0,0,46,4,24,0,0,0,0,396,0
28,8,8,5,1,4,1,1,0,0,2,0,34,15,36,0,0,5,0,1789,0
56,4,4,1,11,5,5,10,0,0,0,0,41,1,27,0,0,0,0,1079,0
29,5,5,1,10,7,1,11,0,0,0,0,47,4,25,0,0,0,0,987,0
29,6,6,1,11,7,1,11,0,0,0,0,47,4,24,0,0,0,0,1000,0
26,7,7,1,8,7,1,14,0,0,0,0,46,5,22,0,0,0,0,399,0
25,17,17,9,4,3,4,21,0,4,3,0,23,14,19,0,0,1,0,162,0
51,1,1,0,4,8,0,4,0,0,0,0,53,0,35,0,0,0,0,298,0
48,1,1,0,8,6,0,5,0,0,0,0,47,1,36,0,0,0,0,1437,0
24,5,5,2,1,8,3,18,0,0,0,0,51,5,20,0,0,0,0,1209,0
27,3,3,1,1,7,1,12,0,0,0,0,54,3,28,0,0,0,0,1140,0
67,9,9,0,11,2,13,10,0,0,0,1,18,20,21,0,0,0,2,1728,0
79,3,3,0,9,5,0,9,0,0,0,5,29,0,30,0,0,0,15,862,0
32,3,3,1,6,8,3,8,0,0,0,0,50,2,26,0,0,0,0,1309,0
37,3,3,1,0,7,1,6,0,0,0,0,47,11,31,0,0,0,0,1071,0
11,30,30,20,5,5,0,0,0,0,9,0,36,32,18,0,0,0,0,584,0
21,8,8,3,3,4,3,12,0,0,1,0,23,44,12,0,0,0,0,1086,0
22,12,12,2,15,6,2,19,0,0,0,0,36,8,16,0,0,0,0,878,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,23,23,15,3,3,0,0,0,0,6,0,27,24,36,0,0,0,0,1805,0
25,6,6,1,10,7,3,13,0,0,0,0,44,4,22,0,0,0,0,402,0
12,21,21,14,3,3,0,0,0,0,6,0,26,22,40,0,0,0,0,1767,0
77,6,6,0,16,7,14,17,0,0,0,0,13,0,16,0,0,0,20,1709,0
51,1,1,0,1,7,1,2,0,0,0,5,46,5,35,0,0,1,0,1166,0
29,3,3,1,1,7,2,12,0,0,0,0,53,4,25,0,0,0,0,1354,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,2,2,0,0,8,0,3,0,0,0,0,54,4,35,0,0,0,0,414,0
22,7,7,3,2,4,1,13,0,0,1,0,25,45,11,0,0,0,0,1206,0
11,23,23,15,3,4,0,0,0,0,7,0,28,24,35,0,0,0,0,2082,0
49,2,2,1,0,8,1,4,0,0,0,0,57,1,35,0,0,0,0,1254,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,3,3,0,12,7,1,3,0,0,1,0,46,2,31,0,0,0,1,1074,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,5,5,1,17,7,1,6,0,0,0,0,45,2,26,0,0,0,0,1024,0
53,2,2,0,1,6,0,5,0,0,0,2,47,1,42,0,0,0,0,1553,0
34,7,7,2,6,4,4,18,0,0,0,0,22,26,20,0,0,0,0,96,0
58,3,3,0,10,7,0,3,0,0,0,0,51,1,34,0,0,0,0,1309,0
20,6,6,2,1,8,3,25,0,0,1,0,49,5,14,0,0,0,0,546,0
29,4,4,1,1,5,2,6,0,0,0,0,37,20,31,0,0,0,0,971,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,2,2,0,9,5,2,7,0,2,0,8,34,1,33,0,0,0,0,1211,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,6,6,2,3,5,6,11,0,0,0,0,33,25,20,0,0,0,0,898,0
28,4,4,2,1,5,2,9,0,0,0,0,36,26,22,0,0,0,0,1409,0
26,6,6,2,5,5,2,11,0,0,0,2,32,24,20,0,0,0,0,907,0
22,10,10,2,1,7,4,26,0,0,0,0,43,6,17,0,0,0,0,1016,0
26,3,3,1,1,7,1,12,0,0,0,0,50,3,30,0,0,0,0,259,0
83,5,5,0,21,4,0,28,0,12,0,0,7,0,28,0,0,0,0,1394,0
80,10,10,0,19,6,10,11,0,0,0,0,22,0,20,0,0,0,15,1625,0
24,7,7,3,2,4,2,12,0,0,1,0,29,37,15,0,0,0,0,1194,0
58,1,1,0,7,7,0,1,0,0,0,1,51,0,37,0,0,0,0,1302,0
69,1,1,0,19,5,0,2,0,0,0,5,33,0,34,0,0,2,0,1746,0
60,0,0,0,0,8,5,1,0,0,0,0,55,0,36,0,0,0,0,1580,0
81,7,7,0,15,5,0,33,0,11,0,0,9,0,27,0,0,0,0,1412,0
76,2,2,0,28,5,2,10,0,0,0,2,25,1,27,0,0,1,0,1770,0
52,3,3,0,12,7,1,3,0,0,1,0,46,2,31,0,0,0,1,1073,0
36,9,9,1,4,5,9,36,0,6,0,0,22,5,15,0,0,0,0,413,0
58,2,2,0,23,4,0,3,0,0,0,5,33,1,34,0,0,0,0,1281,0
22,8,8,2,1,4,3,12,0,0,1,2,27,39,12,0,0,0,0,1165,0
26,5,5,2,5,5,3,12,0,0,0,0,32,25,20,0,0,0,0,250,0
24,4,4,2,1,8,2,15,0,0,0,0,53,5,23,0,0,0,0,932,0
26,6,6,2,6,5,3,12,0,0,0,0,26,33,17,0,0,0,0,247,0
73,1,1,0,8,8,6,1,0,0,0,0,58,0,24,0,0,0,0,1460,0
7,32,32,17,0,13,0,0,0,0,0,0,99,0,0,0,0,0,0,15,0
70,9,9,0,52,3,11,4,0,0,0,0,10,0,14,0,0,0,5,1691,0
23,6,6,2,1,5,4,11,0,0,3,0,24,41,13,0,0,0,0,1292,0
69,3,3,0,28,4,0,3,0,6,0,0,28,0,28,0,0,0,0,1517,0
11,30,30,20,5,5,0,0,0,0,9,0,36,32,18,0,0,0,0,2206,0
66,3,3,0,24,5,7,3,0,0,0,0,37,1,26,0,0,0,0,1459,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,2,2,0,1,7,1,5,0,0,0,0,51,1,39,0,0,0,0,1550,0
12,14,14,6,3,4,0,8,0,0,1,0,33,44,8,0,0,0,0,65,0
22,8,8,2,7,5,3,12,0,0,1,3,27,26,15,0,0,2,0,470,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,2,2,0,24,4,1,4,0,7,0,2,27,1,30,0,0,0,0,1511,0
58,2,2,0,9,7,0,3,0,0,0,0,51,1,34,0,0,0,0,1311,0
40,3,3,0,2,8,1,5,0,0,0,0,51,7,32,0,0,0,0,1107,0
56,2,2,0,9,7,0,3,0,0,0,0,51,1,34,0,0,0,0,1299,0
14,26,26,18,4,6,0,1,0,0,8,0,41,33,9,0,0,0,0,1265,0
33,6,6,1,9,7,5,11,0,0,0,1,44,4,23,0,0,0,0,538,0
42,2,2,0,0,7,2,5,0,0,0,0,48,8,34,0,0,0,0,1166,0
23,4,4,2,1,5,2,7,0,0,0,0,33,30,25,0,0,0,0,958,0
5,16,16,4,7,6,0,29,0,0,0,0,17,43,0,0,0,0,0,33,0
63,1,1,0,22,4,0,1,0,0,0,5,30,0,36,0,0,2,0,1731,0
46,2,2,1,12,7,0,5,0,0,0,0,48,1,30,0,0,0,0,1132,0
76,6,6,0,16,6,16,14,0,0,0,0,13,1,16,0,0,0,20,1712,0
58,36,36,12,4,11,78,0,0,0,12,0,0,4,0,0,0,0,0,2892,0
39,1,1,0,0,8,1,5,0,0,0,0,52,2,38,0,0,0,0,1102,0
78,3,3,0,9,6,0,7,0,0,0,3,35,0,31,0,0,0,11,861,0
38,3,3,1,10,7,1,7,0,0,0,0,48,2,28,0,0,0,0,1162,0
52,1,1,0,0,8,0,1,0,0,0,0,59,0,37,0,0,0,0,502,0
21,8,8,2,1,8,4,28,0,0,1,0,46,6,11,0,0,0,0,838,0
43,25,25,19,4,5,0,2,0,0,8,0,35,41,7,0,0,0,0,29,0
59,9,9,1,14,7,2,31,0,0,0,3,21,3,19,0,0,0,3,1616,0
45,4,4,1,13,7,3,9,0,0,0,0,44,3,25,0,0,0,0,540,0
25,4,4,1,5,8,2,13,0,1,0,0,48,4,24,0,0,0,0,448,0
30,5,5,2,2,5,3,7,0,0,0,2,37,20,24,0,0,0,0,765,0
32,4,4,1,11,6,1,10,0,0,0,0,46,3,25,0,0,0,0,985,0
28,5,5,1,4,7,2,9,0,0,0,0,45,13,24,0,0,0,0,1018,0
1,59,59,54,16,3,25,37,0,0,0,0,16,4,0,0,0,0,0,66,0
37,1,1,0,0,8,0,4,0,0,0,0,57,2,35,0,0,0,0,1057,0
74,5,5,0,6,5,13,24,0,0,0,1,29,1,24,0,0,0,0,1209,0
47,3,3,1,0,8,1,5,0,0,0,0,60,1,31,0,0,0,0,929,0
62,11,11,1,53,3,12,6,0,0,0,0,12,2,11,0,0,0,1,1669,0
22,10,10,2,2,7,3,24,0,0,0,0,44,5,18,0,0,0,0,1017,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,2,2,0,1,8,0,1,0,0,0,0,60,0,34,0,0,0,0,1186,0
51,1,1,0,3,7,1,3,0,0,0,0,55,1,35,0,0,0,0,1553,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,3,3,1,1,8,1,14,0,0,0,0,54,3,25,0,0,0,0,1141,0
26,4,4,1,6,7,1,13,0,0,0,0,46,3,26,0,0,0,0,451,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,1,1,0,11,6,0,2,0,0,0,3,44,0,34,0,0,1,0,1756,0
30,61,61,39,13,4,33,0,0,0,39,0,0,13,0,0,0,0,0,3618,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,2,2,0,0,8,5,7,0,0,0,0,51,3,32,0,0,0,0,1141,0
28,3,3,1,1,8,2,13,0,0,0,0,53,4,24,0,0,0,0,1351,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,5,5,1,7,6,3,9,0,0,0,0,40,11,26,0,0,0,0,695,0
34,2,2,1,0,8,1,6,0,0,0,0,50,3,36,0,0,0,0,1170,0
57,3,3,1,8,4,4,9,0,10,0,0,33,1,31,0,0,0,0,1075,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2,2,1,0,8,2,11,0,0,0,0,53,2,29,0,0,0,0,1188,0
48,3,3,0,5,6,4,3,0,0,0,2,47,4,31,0,0,0,0,752,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,1,1,0,20,4,0,1,0,0,0,5,30,0,37,0,0,2,0,1727,0
33,5,5,1,12,7,1,10,0,0,0,0,46,3,25,0,0,0,0,1175,0
71,1,1,0,7,7,0,1,0,0,0,1,52,0,34,0,0,1,0,1350,0
63,4,4,0,12,4,1,4,0,0,0,8,31,0,33,0,0,1,5,1257,0
11,20,20,13,3,3,0,0,0,0,6,0,25,22,43,0,0,0,0,1750,0
35,4,4,0,10,7,1,10,0,0,0,0,47,2,26,0,0,0,0,985,0
11,25,25,17,3,4,0,0,0,0,7,0,31,27,28,0,0,0,0,2131,0
44,3,3,0,7,6,1,4,0,0,0,0,41,11,32,0,0,0,0,1527,0
73,2,2,0,17,8,3,35,0,0,0,0,21,0,19,0,0,0,0,1608,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,2,2,0,2,6,8,10,1,0,0,0,42,1,32,0,0,0,0,860,0
11,28,28,19,4,4,0,0,0,0,8,0,34,30,21,0,0,0,0,2116,0
57,3,3,0,2,5,0,3,0,0,0,4,48,1,40,0,0,0,0,1557,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,3,3,0,17,6,1,4,0,0,0,0,41,4,31,0,0,0,0,782,0
67,3,3,0,18,5,7,6,0,0,0,2,24,0,29,0,0,1,8,1719,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,16,16,9,3,3,0,5,0,0,4,0,23,16,39,0,0,0,5,1823,0
34,2,2,1,1,8,1,5,0,0,0,0,56,2,34,0,0,0,0,1055,0
46,5,5,1,25,5,1,18,0,0,0,0,28,1,21,0,0,0,2,1438,0
23,8,8,2,9,4,2,8,0,0,0,4,19,34,15,0,0,2,0,469,0
14,9,9,4,1,3,0,9,0,0,2,0,20,45,22,0,0,0,0,66,0
31,4,4,1,0,8,1,12,0,0,0,0,55,3,25,0,0,0,0,931,0
36,2,2,1,0,7,1,7,0,0,0,0,49,2,37,0,0,0,0,1175,0
28,6,6,1,11,7,2,15,0,0,0,0,45,4,19,0,0,0,0,1133,0
28,4,4,1,3,8,2,12,0,0,0,0,53,4,24,0,0,0,0,1097,0
59,3,3,0,4,6,0,1,0,0,0,4,51,1,36,0,0,0,0,1560,0
28,4,4,1,7,8,1,10,0,0,0,0,50,3,26,0,0,0,0,1023,0
11,28,28,18,4,5,0,2,0,0,8,0,36,29,18,0,0,0,0,199,0
23,7,7,3,2,4,1,13,0,0,1,0,27,41,13,0,0,0,0,1199,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3,3,1,5,7,2,9,0,0,0,1,48,2,28,0,0,0,0,446,0
41,8,8,1,2,3,11,27,0,5,0,6,22,2,20,0,0,0,0,776,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,26,26,17,4,4,0,0,0,0,8,0,31,27,28,0,0,0,0,2101,0
65,2,2,0,11,7,1,2,0,0,0,1,46,1,35,0,0,0,0,1451,0
34,2,2,1,1,8,1,8,0,0,2,0,50,2,34,0,0,0,0,950,0
21,6,6,2,1,8,3,24,0,0,0,0,51,5,11,0,0,0,0,1141,0
58,16,16,5,13,7,0,6,0,0,2,0,20,8,18,0,2,0,26,2006,0
21,6,6,2,1,4,3,9,0,0,1,0,27,38,18,0,0,0,0,967,0
12,19,19,13,3,3,0,0,0,0,6,0,24,21,45,0,0,0,0,1800,0
52,0,0,0,0,8,0,1,0,0,0,0,59,0,38,0,0,0,0,1558,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,30,30,20,5,5,0,0,0,0,9,0,36,32,18,0,0,0,0,1746,0
